% Iron Feed,% Silica Feed,Starch Flow,Amina Flow,Ore Pulp Flow,Ore Pulp pH,Ore Pulp Density,Flotation Column 01 Air Flow,Flotation Column 02 Air Flow,Flotation Column 03 Air Flow,Flotation Column 04 Air Flow,Flotation Column 05 Air Flow,Flotation Column 06 Air Flow,Flotation Column 07 Air Flow,Flotation Column 01 Level,Flotation Column 02 Level,Flotation Column 03 Level,Flotation Column 04 Level,Flotation Column 05 Level,Flotation Column 06 Level,Flotation Column 07 Level,% Iron Concentrate,% Silica Concentrate
"55,2","16,98","3565,23","552,673","402,217","101,013","171,091","247,95","249,873","249,401","295,096","306,4","253,037","248,269","438,878","520,359","448,987","436,663","449,573","448,106","435,201","66,91","1,31"
"55,2","16,98","3591,41","555,542","401,514","101,034","170,954","248,818","246,841","250,609","295,096","306,4","251,884","248,796","439,979","505,007","448,775","449,572","458,141","430,405","405,349","66,91","1,31"
"55,2","16,98","3591,52","572,296","404,019","101,055","170,816","249,73","248,917","250,708","295,096","306,4","252,191","250,719","449,063","417,806","446,129","453,027","473,011","448,829","400,411","66,91","1,31"
"55,2","16,98","3553,04","580,536","401,865","101,076","170,678","250,192","248,928","250,708","295,096","306,4","251,96","250,115","449,964","226,135","443,564","462,204","481,325","471,206","417,547","66,91","1,31"
"55,2","16,98","3542,41","568,42","403,008","101,098","17,054","250,73","249,532","250,829","295,096","306,4","251,246","249,093","435,55","310,449","444,347","473,806","478,102","479,494","442,982","66,91","1,31"
"55,2","16,98","3579,3","567,596","402,979","101,119","170,403","251,653","251,323","250,928","295,096","306,4","251,51","250,115","436,151","491,616","446,372","445,74","456,482","473,53","466,789","66,91","1,31"
"55,2","16,98","3623,54","570,74","402,144","10,114","170,265","252,246","251,411","250,928","295,096","306,4","251,082","251,675","455,394","511,809","447,83","411,168","428,504","464,122","480,361","66,91","1,31"
"55,2","16,98","3624,9","567,932","403,022","101,161","170,127","252,729","249,752","250,686","295,096","306,4","250,367","250,049","455,144","511,013","449,607","408,747","409,201","449,982","476,058","66,91","1,31"
"55,2","16,98","3618,46","568,542","401,646","101,182","16,999","253,608","250,005","249,884","295,096","306,4","250,873","249,038","450,414","511,717","449,878","434,939","399,699","425,784","445,212","66,91","1,31"
"55,2","16,98","3623,24","568,268","403,74","101,204","169,852","253,641","249,049","249,269","295,096","306,4","250,642","251,642","448,588","497,754","449,796","477,695","422,146","411,668","406,035","66,91","1,31"
"55,2","16,98","3627,15","559,753","405,19","101,225","169,714","253,345","251,444","249,17","295,096","306,4","250,17","249,862","434,149","447,6","449,931","530,021","477,172","427,27","386,394","66,91","1,31"
"55,2","16,98","3599,9","553,131","407,227","101,246","169,577","253,224","254,619","248,807","295,096","306,4","250,752","250,697","437,852","252,192","448,856","523,85","491,628","475,154","415,392","66,91","1,31"
"55,2","16,98","3577,25","558,136","400,356","101,267","169,439","253,246","250,236","248,511","295,096","306,4","250,785","252,235","444,584","270,714","451,928","479,395","476,095","521,779","475,037","66,91","1,31"
"55,2","16,98","1610,16","558,99","390,967","101,288","169,301","253,466","248,181","248,752","295,096","306,4","250,488","248,851","441,431","430,242","464,339","418,69","462,516","555,832","527,29","66,91","1,31"
"55,2","16,98","9,887,715","556,763","397,383","10,131","169,164","253,323","247,357","250,28","295,096","306,4","250,851","246,852","447,487","494,617","476,262","375,018","439,303","555,3","524,833","66,91","1,31"
"55,2","16,98","367,383","555,511","402,905","101,331","169,026","252,883","250,104","251,609","295,096","306,4","250,785","250,741","458,773","520,812","475,805","365,625","418,319","525,755","478,955","66,91","1,31"
"55,2","16,98","1864,65","555,939","396,768","101,352","168,888","252,323","253,202","251,807","295,096","306,4","250,367","253,279","457,621","513,277","472,65","379,512","403,609","481,398","427,116","66,91","1,31"
"55,2","16,98","2946,88","558,197","392,769","101,373","16,875","251,664","252,543","251,082","295,096","306,4","250,51","249,906","456,57","507,643","468,195","419,749","406,751","434,884","383,965","66,91","1,31"
"55,2","16,98","3031,25","558,472","393,164","101,395","168,613","251,367","252,246","250,488","295,096","306,4","250,708","247,632","459,949","506,37","464,55","441,02","414,19","417,24","368,57","66,91","1,31"
"55,2","16,98","3034,47","551,758","393,325","101,416","168,475","251,125","250,192","249,401","295,096","306,4","250,345","248,84","462,426","500,452","458,021","460,567","422,671","424,638","363,719","66,91","1,31"
"55,2","16,98","2971,58","546,6","395,229","101,437","168,337","250,928","247,423","248,511","295,096","306,4","250,532","251,4","453,718","498,409","447,934","489,023","445,362","437,774","366,729","66,91","1,31"
"55,2","16,98","2910,45","552,246","395,552","101,458","1,682","251,169","248,346","248,269","295,096","306,4","250,686","250,873","446,861","293,85","435,443","504,374","480,668","456,506","408,855","66,91","1,31"
"55,2","16,98","2935,45","549,927","393,501","101,479","168,062","250,642","249,346","248,071","295,096","306,4","250,488","249,631","439,078","3,405,375","433,746","503,222","507,189","491,73","464,142","66,91","1,31"
"55,2","16,98","2988,87","546,112","395,962","101,501","167,943","250,049","249,071","249,642","295,096","306,4","250,73","251,158","430,32","387,225","438,411","474,553","500,548","518,05","509,579","66,91","1,31"
"55,2","16,98","3022,46","546,814","401,792","101,522","16,784","250,049","249,532","251,169","295,096","306,4","250,807","250,554","440,154","502,514","438,061","429,764","474,801","536,031","551,536","66,91","1,31"
"55,2","16,98","3030,18","541,901","401,396","101,543","167,737","250,17","249,95","251,246","295,096","306,4","250,466","249,049","450,865","508,944","446,479","418,396","458,419","534,911","548,169","66,91","1,31"
"55,2","16,98","3037,89","544,037","400,474","101,564","167,633","250,389","249,807","251,147","295,096","306,4","250,027","250,038","456,57","503,59","449,311","430,29","450,099","502,538","497,108","66,91","1,31"
"55,2","16,98","3070,7","547,363","397,471","101,585","16,753","249,642","250,455","251,027","295,096","306,4","250,192","250,686","458,022","494,331","442,403","443,006","450,371","461,406","436,467","66,91","1,31"
"55,2","16,98","3143,36","543,579","393,398","101,607","167,427","249,192","249,214","250,928","295,096","306,4","250,488","249,521","456,445","488,327","449,823","457,265","458,388","435,921","403,636","66,91","1,31"
"55,2","16,98","3168,36","540,039","394,482","101,613","167,324","249,631","250,17","251,169","295,096","306,4","250,247","249,214","443,508","352,896","462,53","462,461","464,53","444,602","401,345","66,91","1,31"
"55,2","16,98",3121,"544,312","395,64","101,607","16,722","249,95","250,192","250,159","295,096","306,4","250,291","251,18","426,591","345,421","465,576","469,843","468,936","472,466","416,382","66,91","1,31"
"55,2","16,98","3118,46","549,713","386,162","101,601","167,117","249,686","249,84","249,17","295,096","306,4","250,247","250,291","429,944","460,236","467,169","463,064","471,223","493,27","448,911","66,91","1,31"
"55,2","16,98","3147,27","540,131","391,406","101,595","167,014","249,269","245,61","248,566","295,096","306,4","250,291","248,873","450,139","486,288","455,219","441,813","462,989","494,026","481,052","66,91","1,31"
"55,2","16,98","3170,41","539,673","399,697","101,589","16,691","249,291","248,269","248,313","295,096","306,4","250,488","249,774","462,601","488,724","441,674","433,629","448,477","480,866","489,382","67,06","1,11"
"55,2","16,98","3208,3","544,922","397,529","101,584","166,807","250,115","252,07","248,148","295,096","306,4","250,488","251,598","468,357","493,623","442,7","445,156","434,102","451,634","470,266","67,06","1,11"
"55,2","16,98","3211,33","543,488","391,626","101,578","166,704","249,983","250,488","249,543","295,096","306,4","250,367","250,269","463,978","489,004","446,021","449,784","433,768","424,245","439,254","67,06","1,11"
"55,2","16,98","3202,64","540,863","395,229","101,572","166,601","249,51","248,555","250,928","295,096","306,4","250,148","248,412","458,823","406,195","442,004","456,188","443,211","422,532","419,389","67,06","1,11"
"55,2","16,98",3221,"541,626","400,02","101,566","166,497","249,609","250,477","250,928","295,096","306,4","250,17","249,84","438,478","315,514","443,46","477,986","446,378","447,038","426,756","67,06","1,11"
"55,2","16,98","3217,38","539,459","398,599","10,156","166,394","249,489","253,224","251,049","295,096","306,4","250,389","251,169","437,702","366,975","442,781","478,962","446,13","461,322","434,62","67,06","1,11"
"55,2","16,98","3205,08","535,553","398,086","101,554","166,291","249,51","251,675","251,027","295,096","306,4","250,609","250,28","445,935","456,922","432,418","449,432","445,525","479,214","456,5","67,06","1,11"
"55,2","16,98","3180,37","535,278","397,559","101,548","166,188","249,609","250,488","250,928","295,096","306,4","250,708","249,39","441,431","480,88","427,32","432,03","445,03","495,09","475,62","67,06","1,11"
"55,2","16,98","3154,79","536,957","396,27","101,542","166,084","249,609","248,676","251,049","295,096","306,4","250,587","249,39","443,358","498,947","438,6","430,743","434,728","498,17","502,02","67,06","1,11"
"55,2","16,98","3162,21","536,316","398,438","101,536","165,981","249,73","247,917","251,027","295,096","306,4","250,126","250,84","446,035","516,221","449,607","430,763","434,786","488,678","498,732","67,06","1,11"
"55,2","16,98","3193,36","535,339","398,174","101,531","165,878","249,346","249,478","250,203","295,096","306,4","249,829","250,334","437,302","495,831","451,06","438,944","434,459","456,982","451,97","67,06","1,11"
"55,2","16,98","3234,57","533,651","394,42","101,525","165,775","249,065","249,003","249,494","295,096","306,4","249,829","248,605","438,857","454,93","456,717","449,011","432,837","425,591","425,745","67,06","1,11"
"55,2","16,98","3228,13","533,752","396,533","101,519","165,671","249,5","250,269","249,39","295,096","306,4","250,159","248,84","448,187","421,69","467,525","454,49","442,83","418,64","416,575","67,06","1,11"
"55,2","16,98","3111,43","531,006","397,266","101,513","165,568","249,5","254,004","249,28","295,096","306,4","250,269","250,818","443,683","417,445","464,285","455,665","455,5","445,525","422,37","67,06","1,11"
"55,2","16,98","2995,61","533,447","391,992","101,507","165,465","249,28","252,356","249,06","295,096","306,4","250,159","250,269","445,685","417,445",457,"454,69","462,385","476,33","440,855","67,06","1,11"
"55,2","16,98","2939,06","531,616","392,139","101,501","165,361","249,39","247,742","248,73","295,096","306,4","250,269","247,961","462,952","437,27","466,445","453,125","465,135","484,73","459,34","67,06","1,11"
"55,2","16,98","2857,81","527,039","396,68","101,495","165,258","249,17","249,719","248,511","295,096","306,4","250,159","248,95","480,469","446,895","468,065","445,115","463,48","469,33","478,925","67,06","1,11"
"55,2","16,98","2796,78","524,902","397,852","101,489","165,155","248,95","250,708","249,39","295,096","306,4","249,829","249,17","475,964","421,12","458,62","437,5","457,7","457,01","491,34","67,06","1,11"
"55,2","16,98","2795,7","514,526","398,145","101,484","165,052","249,39","251,257","250,598","295,096","306,4","249,719","249,5","454,443","425,655","452,145","439,65","454,67","447,77","489,685","67,06","1,11"
"55,2","16,98","2811,33","518,494","398,877","101,478","164,948","249,609","252,026","251,147","295,096","306,4","249,829","250,049","446,436","447,18","445,94","448,44","453,565","433,49","465,68","67,06","1,11"
"55,2","16,98","2822,66","520,02","401,514","101,472","164,845","249,829","248,73","251,367","295,096","306,4","249,939","248,84","442,432","484,56","439,735","454,3","445,855","439,65","430,92","67,06","1,11"
"55,2","16,98","2826,17","522,461","400,488","101,466","164,741","249,719","250,049","251,367","295,096","306,4","250,049","249,719","428,168","510,05","431,375","439,26","436,77","453,65","420,44","67,06","1,11"
"55,2","16,98","2842,77","521,24","399,902","10,146","164,638","249,28","252,136","251,477","295,096","306,4","249,939","250,818","434,174","508,635","433,53","437,695","434,015","462,89","432,305","67,06","1,11"
"55,2","16,98","2869,14","518,188","402,686","101,454","164,534","249,28","251,917","250,708","295,096","306,4","249,939","249,5","454,694","499,57","441,35","454,1","435,665","459,81","436,995","67,06","1,11"
"55,2","16,98","2877,93","523,071","403,857","101,448","164,431","249,5","252,246","249,17","295,096","306,4","250,159","249,17","460,199","450,29","440,27","460,545","450,54","439,365","433,405","67,06","1,11"
"55,2","16,98","2877,93","520,63","402,832","101,455","164,328","249,609","250,928","248,291","295,096","306,4","250,378","251,697","456,946","403,845","443,78","464,06","464,31","437,405","446,645","67,06","1,11"
"55,2","16,98","2877,93","517,578","405,029","101,475","164,224","249,39","249,719","248,071","295,096","306,4","250,159","250,378","445,435","396,2","447,02","463,67","466,51","455,05","464,03","67,06","1,11"
"55,2","16,98","2894,53","514,221","406,055","101,495","164,121","249,719","247,522","249,719","295,096","306,4","250,049","249,829","437,177","411,21","445,4","463,67","470,09","467,93","480,305","67,06","1,11"
"55,2","16,98","3015,63","517,273","402,686","101,515","164,017","249,5","246,313","251,367","295,096","306,4","250,159","249,609","444,934","425,37","450,795","454,88","472,57","466,53","492,995","67,06","1,11"
"55,2","16,98","3166,02","521,24","402,393","101,535","163,914","248,84","251,477","251,587","295,096","306,4","250,159","250,049","456,195","427,92","452,415","434,375","463,21","455,61","493,55","67,06","1,11"
"55,2","16,98","3199,22","516,052","401,074","101,556","16,381","248,621","252,026","251,477","295,096","306,4","250,378","250,378","461,951","427,355","449,18","415,43","442,005","449,17","486,375","67,06","1,11"
"55,2","16,98","3172,85","517,273","402,686","101,576","163,707","249,06","248,401","251,257","295,096","306,4","250,269","250,488","454,694","420,555","449,985","417,185","420,52","426,765","457,96","67,06","1,11"
"55,2","16,98","3151,37","513,306","405,908","101,596","163,603","249,609","249,06","250,598","295,096","306,4","250,269","250,378","445,184","427,92","456,19","436,13","412,81","411,64","424,305","67,06","1,11"
"55,2","16,98","1571,29","507,813","405,908","101,616","1,635","249,39","248,95","248,95","295,096","306,4","250,378","249,829","442,932","431,605","457,54","435,74","405,1","427,605","399,475","67,06","1,11"
"55,2","16,98","16,083,183,333,333","510,864","398,584","101,636","163,397","249,5","246,863","248,181","295,096","306,4","250,378","249,939","453,192","430,47","454,57","429,49","392,705","443,29","396,715","67,06","1,11"
